NETFLOW,Date,Retail,Institutional,Foreign,Regional,Local
NETFLOW,11/8/2015,53975614.34,-53975614.34,-26023956.91,36626309.73,-10602352.82
NETFLOW,11/9/2015,155802087.7,-155802087.7,-132835246.1,84418661.06,48416585.02
NETFLOW,11/10/2015,68866697.73,-68866697.73,-32281264.56,38737517.47,-6456252.912
NETFLOW,11/11/2015,1715021.658,-1715021.658,-68600866.32,37730476.48,30870389.84
NETFLOW,11/12/2015,3390641.752,-3390641.752,-94090308.62,-1695320.876,95785629.49
NETFLOW,11/15/2015,18643200,-18643200,10195500,7573800,-17769300
NETFLOW,11/16/2015,-138220720,138220720,-108000419.2,-31211130.32,139211549.5
NETFLOW,11/17/2015,12583700,-12583700,81462900,-98682700,17219800
NETFLOW,11/18/2015,6924258.112,-6924258.112,-45007677.73,10819153.3,34188524.43
NETFLOW,11/19/2015,-19338420.76,19338420.76,-14020355.05,6768447.266,7251907.785
NETFLOW,11/22/2015,4498975.95,-4498975.95,-9597815.36,15596449.96,-5998634.6
NETFLOW,11/23/2015,56373778.79,-56373778.79,-54850163.15,51295059.98,3555103.167
NETFLOW,11/24/2015,16622602.51,-16622602.51,-2713894.288,21711154.3,-18997260.02
NETFLOW,11/25/2015,-5287268.21,5287268.21,-43431131.73,33611919.34,9819212.39
NETFLOW,11/26/2015,10607015.35,-10607015.35,-19750994.1,6217905.55,13533088.55
NETFLOW,11/29/2015,-3834167.981,3834167.981,6766178.79,-4285246.567,-2480932.223
NETFLOW,11/30/2015,22303007.04,-22303007.04,-3597259.2,0,3597259.2
NETFLOW,12/1/2015,-2157765.701,2157765.701,-11405332.99,-3082522.43,14487855.42
NETFLOW,12/2/2015,27842495.31,-27842495.31,-138368764.6,29529919.27,108838845.3
NETFLOW,12/3/2015,9010946.364,-9010946.364,-37974702.53,-15447336.62,53422039.16
NETFLOW,12/4/2015,-40966534.48,40966534.49,-50070208.82,-30851340.79,80921549.6
NETFLOW,12/6/2015,-40969800,40969800,-84974400,4046400,80928000
NETFLOW,12/7/2015,86875594.69,-86875594.69,-17806798.91,-44247197.29,62053996.21
NETFLOW,12/8/2015,55342554.59,-55342554.59,4161094.33,-48684803.66,44523709.33
NETFLOW,12/9/2015,37537462.33,-37537462.33,-58574941.21,-2474997.516,61049938.73
NETFLOW,12/10/2015,-6983415.802,6983415.802,-14919115.58,-6031131.829,20950247.41
NETFLOW,12/13/2015,14790623.65,-14790623.65,1917303.066,-1917303.066,0
NETFLOW,12/14/2015,-9262044.365,9262044.365,21964276.64,-6086486.297,-15877790.34
NETFLOW,12/15/2015,24658860.35,-24658860.35,-116444618.3,30138607.09,86306011.22
NETFLOW,12/16/2015,-63011710.84,63011710.84,-29802836.21,6386322.045,23416514.17
NETFLOW,12/17/2015,-82703591.62,82703591.62,17451216.58,26556199.15,-44007415.73
NETFLOW,12/20/2015,-13843906.3,13843906.3,-2202439.638,-943902.702,3146342.34
NETFLOW,12/21/2015,-75513758.01,75513758.01,13239425.11,10787679.72,-24027104.82
NETFLOW,12/22/2015,-48547504.54,48547504.54,-22618723.71,-12136876.14,34755599.84
NETFLOW,12/24/2015,49456684.98,-49456684.98,-28025454.82,-19782673.99,47808128.81
NETFLOW,12/27/2015,31355230.45,-31355230.45,-7737004.915,-13845166.69,21582171.61
NETFLOW,12/28/2015,-13756670.69,13756670.69,-786095.468,-9826193.35,10612288.82
NETFLOW,12/29/2015,-26447759.12,26447759.12,25948744.8,-33932973.96,7984229.168
NETFLOW,12/30/2015,-37426074.23,37426074.23,-18962544.27,39422131.52,-20459587.24
NETFLOW,12/31/2015,-3269718.34,3269718.34,-21953823.14,45776056.76,-23822233.62
NETFLOW,1/3/2016,-21955166.81,-9795382.113,32763864.31,-6.33E-08,-22968482.2
NETFLOW,1/4/2016,-28086380.37,32855765.71,-54582965.62,0,21727199.91
NETFLOW,1/5/2016,-70493333.33,3064927.536,-33203381.64,0,30138454.1
NETFLOW,1/6/2016,-25528371.96,37441612.21,-2978310.062,-9.13E-08,-34463302.15
NETFLOW,1/10/2016,-1352999.104,12515241.71,-3720747.536,4.10E-08,-8794494.176
NETFLOW,1/11/2016,-99800103.15,81997922.58,-22657320.71,2.98E-08,-59340601.87
NETFLOW,1/12/2016,-144352901.6,111357952.6,-27323942.08,0,-84034010.55
NETFLOW,1/13/2016,-147802706.5,8098778.436,12823065.86,5.22E-08,-20921844.29
NETFLOW,1/14/2016,-48572700,-39884900,33566500,0,6318400
NETFLOW,1/17/2016,11273380.86,-23955934.34,1409172.608,-5.96E-08,22546761.73
NETFLOW,1/18/2016,-20861327.52,10999609.06,59549607.65,5.96E-08,-70549216.7
NETFLOW,1/19/2016,-44050592.87,-1554726.807,47678288.75,-8.20E-08,-46123561.94
NETFLOW,1/20/2016,-67188322.83,20248535.65,23009699.6,4.47E-08,-43258235.25
NETFLOW,1/21/2016,-3987145.42,40668883.28,14752438.05,-5.22E-08,-55421321.34
NETFLOW,1/24/2016,14677100.17,-12529231.86,27564310.08,0,-15035078.23
NETFLOW,1/26/2016,-6001865.904,10003109.84,8502643.364,5.22E-08,-18505753.2
NETFLOW,1/27/2016,-44375092.59,29915792.76,41383513.32,0,-71299306.08
NETFLOW,1/28/2016,-24072590.67,18153101.16,9471183.216,-2.05E-08,-27624284.38
NETFLOW,1/31/2016,-109581133.2,46139424.5,-38274749.87,0,-7864674.63
NETFLOW,2/1/2016,-20881006.67,-12022397.78,47140454.46,0,-35118056.68
NETFLOW,2/2/2016,29208698.91,-4239972.423,51821885.17,1.19E-07,-47581912.75
NETFLOW,2/3/2016,16715578.97,22034172.28,2659296.654,2.98E-08,-24693468.93
NETFLOW,2/4/2016,34416240.38,-57001898.14,34416240.38,-1.27E-07,22585657.75
NETFLOW,2/7/2016,-26621668.58,22404374.55,-19241404.02,0,-3162970.524
NETFLOW,2/8/2016,-34236652.75,-7207716.368,15316397.28,0,-8108680.914
NETFLOW,2/9/2016,-92642238.6,17235765.32,7756094.394,1.19E-07,-24991859.71
NETFLOW,2/10/2016,5245416.46,-2360437.407,-5769958.106,-3.54E-08,8130395.513
NETFLOW,2/11/2016,-36179430.57,-15275759.57,-401993.673,-1.86E-08,15677753.25
NETFLOW,2/14/2016,-4352002.478,8474952.194,-2519580.382,-2.42E-08,-5955371.812
NETFLOW,2/15/2016,-6871598.496,-6274068.192,3286416.672,3.17E-08,2987651.52
NETFLOW,2/16/2016,65092601.31,-16941909.93,15604390.73,-4.10E-08,1337519.205
NETFLOW,2/17/2016,73284273.64,933557.626,44810766.05,0,-45744323.67
NETFLOW,2/18/2016,13325401.34,-9161213.424,24152289.94,0,-14991076.51
NETFLOW,2/21/2016,5678399.408,-5420290.344,-2322981.576,-5.59E-09,7743271.92
NETFLOW,2/22/2016,32682722.69,-22495900.03,14855783.04,-5.03E-08,7640116.992
NETFLOW,2/23/2016,26795221.97,22897735.14,14128389.77,0,-37026124.9
NETFLOW,2/24/2016,4645116.805,12842381.76,-8197264.95,0,-4645116.805
NETFLOW,2/25/2016,-4720750.832,-5310844.686,13867205.57,0,-8556360.883
NETFLOW,2/28/2016,7731749.828,9840408.872,-2460102.218,7.82E-08,-7380306.654
NETFLOW,2/29/2016,14000599.33,1037081.432,16074762.2,9.31E-08,-17111843.63
NETFLOW,3/1/2016,-15650925.78,-27088140.78,19864636.57,0,7223504.208
NETFLOW,3/2/2016,-25742638.98,-9868011.609,11584187.54,8.01E-08,-1716175.932
NETFLOW,3/3/2016,11932729.76,-23268823.03,10142820.3,3.35E-08,13126002.74
NETFLOW,3/6/2016,989288.7,7914309.6,-989288.7,-8.01E-08,-6925020.9
NETFLOW,3/7/2016,31893205.68,-22909204.08,5839601.04,5.59E-08,17069603.04
NETFLOW,3/8/2016,21188348.53,-35313914.22,8828478.555,0,26485435.67
NETFLOW,3/9/2016,28705861.13,8505440.336,13289750.53,9.69E-08,-21795190.86
NETFLOW,3/10/2016,65999406.68,10676374.61,-49499555.01,0,38823180.4
NETFLOW,3/13/2016,-7243547.625,482903.175,-13521288.9,0,13038385.73
NETFLOW,3/14/2016,303725524.1,-21289172.25,-4257834.45,-1.49E-08,25547006.7
NETFLOW,3/15/2016,81021547.27,-37946800.62,-11281481.27,0,49228281.89
NETFLOW,3/16/2016,59344425.44,21486774.73,-30695392.47,-8.94E-08,9208617.741
NETFLOW,3/17/2016,251944155,-137708606.5,25037928.45,-2.98E-07,112670678
NETFLOW,3/20/2016,392728143.7,-355909880.3,64431961.08,-2.38E-07,291477919.2
NETFLOW,3/21/2016,-32915768.98,15086394.11,-685745.187,-4.47E-08,-14400648.93
NETFLOW,3/22/2016,25905437.73,-47666005.41,61136833.03,7.45E-08,-13470827.62
NETFLOW,3/23/2016,4541477.345,-29065455.01,8174659.221,7.45E-08,20890795.79
NETFLOW,3/24/2016,63070334.14,-22746677.89,15509098.56,-8.20E-08,7237579.328
NETFLOW,3/27/2016,-46893639.85,30997490.75,-38150757.84,-8.94E-08,7153267.095
NETFLOW,3/28/2016,0,-11328445.53,-22656891.07,-2.98E-08,33985336.6
NETFLOW,3/29/2016,-1146257.204,63044146.22,-45850288.16,0,-17193858.06
NETFLOW,3/30/2016,-79804765.3,23143381.94,-36710192.04,0,13566810.1
NETFLOW,3/31/2016,-97437451.32,140742985.2,-148321453.7,0,7578468.436
NETFLOW,4/3/2016,-19637087.62,15341474.7,-23319041.54,-6.71E-08,7977566.844
NETFLOW,4/4/2016,16998199.06,17892841.12,-81412427.1,1.19E-07,63519585.98
NETFLOW,4/5/2016,12991660.16,15156936.86,-2165276.694,1.49E-08,-12991660.16
NETFLOW,4/6/2016,6998662.601,-50990256.09,34993313.01,1.27E-07,15996943.09
NETFLOW,4/7/2016,41330620.32,-11060306.85,8149699.782,2.98E-08,2910607.065
NETFLOW,4/10/2016,-59356492.73,-12903585.38,20129593.19,-6.33E-08,-7226007.81
NETFLOW,4/11/2016,-30944052.63,-86764696.59,-2426984.52,1.12E-07,89191681.11
NETFLOW,4/12/2016,24042443.21,-48959157.07,31473743.83,1.34E-07,17485413.24
NETFLOW,4/13/2016,-12038502.53,-64822705.92,51395145.41,0,13427560.51
NETFLOW,4/14/2016,-8872931.64,-68025809.24,-8133520.67,-1.49E-08,76159329.91
NETFLOW,4/17/2016,10287755.14,15431632.7,-17146258.56,0,1714625.856
NETFLOW,4/18/2016,136865141.3,-90650937.77,-36438122.04,-1.12E-07,127089059.8
NETFLOW,4/19/2016,65295300.61,-31521869.26,16886715.68,1.34E-07,14635153.59
NETFLOW,4/20/2016,-39453852.12,-59180778.18,97648284,0,-38467505.82
NETFLOW,4/21/2016,-57553991.22,-9282901.81,-3713160.724,-1.49E-08,12996062.53
NETFLOW,4/24/2016,-10213146.47,-21885313.86,18967272.01,5.22E-08,2918041.848
NETFLOW,4/26/2016,81692456.02,-128487163.8,12690090.26,-1.04E-07,115797073.6
NETFLOW,4/27/2016,38141157.37,-99498671.4,-1658311.19,-7.45E-08,101156982.6
NETFLOW,4/28/2016,80822284.19,-106591708.1,-29283436.3,0,135875144.4
NETFLOW,5/3/2016,-56264141.03,-59042617.12,-23617046.85,7.45E-08,82659663.98
NETFLOW,5/4/2016,7649589.22,-48839685.02,55312414.36,0,-6472729.34
NETFLOW,5/5/2016,14606163.52,-43296841.85,40166949.67,5.96E-08,3129892.182
NETFLOW,5/8/2016,19568749.94,-6645990.546,-6276768.849,-4.28E-08,12922759.4
NETFLOW,5/9/2016,-3837814.757,-24671666.3,54825925.1,0,-30154258.81
NETFLOW,5/10/2016,26193061.78,-54257056.54,34612260.2,0,19644796.33
NETFLOW,5/11/2016,-48117604.77,-12498079.16,14372791.03,-1.49E-08,-1874711.874
NETFLOW,5/12/2016,28714416.8,-106243342.2,19525803.42,3.35E-08,86717538.74
NETFLOW,5/15/2016,-12258211.86,-8357871.72,-1671574.344,-2.05E-08,10029446.06
NETFLOW,5/16/2016,14665345.76,-71993515.55,-4888448.587,-4.47E-08,76881964.14
NETFLOW,5/17/2016,126079738.4,-31929284.4,-41753679.6,0,73682964
NETFLOW,5/18/2016,7747220.104,-309888804.2,14526037.7,6.71E-08,295362766.5
NETFLOW,5/19/2016,4879920.753,20061896.43,15181975.68,4.84E-08,-35243872.11
NETFLOW,5/22/2016,-18960557.25,12134756.64,-758422.29,9.31E-09,-11376334.35
NETFLOW,5/23/2016,-5302497.6,19884366,17233117.2,-3.35E-08,-37117483.2
NETFLOW,5/24/2016,45766881.05,3682392.728,-16307739.22,2.61E-08,12625346.5
NETFLOW,5/25/2016,50156465.66,-33437643.78,-13061579.6,0,46499223.38
NETFLOW,5/26/2016,22118252.67,-62570079.22,4767712.242,-2.98E-08,57802366.98
NETFLOW,5/29/2016,-7073160.284,4368716.646,-4576750.772,0,208034.126
NETFLOW,5/30/2016,-382543.422,50113188.28,-15684280.3,0,-34428907.98
NETFLOW,5/31/2016,-87701809.72,93966224.7,93966224.7,-1.79E-07,-187932449.4
NETFLOW,6/1/2016,32905752,-37293185.6,3290575.2,2.61E-08,34002610.4
NETFLOW,6/2/2016,93542947.23,-63074672.99,-21915776.21,4.84E-08,84990449.19
NETFLOW,6/5/2016,11647897.5,-6077163.912,16965415.92,2.98E-08,-10888252.01
NETFLOW,6/6/2016,82643408.23,-143820996.1,-24149047.86,0,167970044
NETFLOW,6/7/2016,82833903.7,-41416951.85,8166722.9,7.45E-08,33250228.95
NETFLOW,6/8/2016,586337.393,4690699.144,5277036.537,-5.96E-08,-9967735.681
NETFLOW,6/9/2016,30457217.89,-69133050.13,-3867583.224,2.24E-08,73000633.35
NETFLOW,6/12/2016,-33772737.89,35631787.68,-16421606.5,-2.24E-08,-19210181.18
NETFLOW,6/13/2016,16451849.87,-28915372.49,-30410995.21,-4.84E-08,59326367.7
NETFLOW,6/14/2016,7921835,-43411893,-28568617,0,71980510
NETFLOW,6/15/2016,-33227713.41,20722659.98,8932181.025,-1.86E-08,-29654841
NETFLOW,6/16/2016,-443779.992,-11094499.8,-9763159.824,0,20857659.62
NETFLOW,6/19/2016,-52682899.5,-17827041.75,9046558.5,0,8780483.25
NETFLOW,6/20/2016,9270704.982,-24019553.82,24862345.18,-5.96E-08,-842791.362
NETFLOW,6/21/2016,-33702870.84,-18109005.23,-28672591.61,0,46781596.84
NETFLOW,6/22/2016,-7552932.933,-17623510.18,-5035288.622,0,22658798.8
NETFLOW,6/23/2016,23183598.72,2897949.84,289794.984,-3.35E-08,-3187744.824
NETFLOW,6/26/2016,-15996762.51,-25594820.02,-1066450.834,-7.08E-08,26661270.85
NETFLOW,6/27/2016,-34722390.45,28556732.34,-5841149.796,-1.12E-08,-22715582.54
NETFLOW,6/28/2016,-2173062.206,14900997.98,-5277436.786,-4.47E-08,-9623561.198
NETFLOW,6/29/2016,-8679385.317,18868228.95,5283104.106,2.98E-08,-24151333.06
NETFLOW,7/3/2016,5955408.15,13101897.93,11434383.65,4.10E-08,-24536281.58
NETFLOW,7/4/2016,40071176.84,114749279.1,3035695.215,1.49E-08,-117784974.3
NETFLOW,7/10/2016,124115309.3,59142194.36,13327818.45,1.49E-08,-72470012.81
NETFLOW,7/11/2016,-51750011.76,45072590.89,-50915334.15,0,5842743.263
NETFLOW,7/12/2016,-63529091.1,62823212.31,-33882181.92,0,-28941030.39
NETFLOW,7/13/2016,-653545.524,-16338638.1,33984367.25,0,-17645729.15
NETFLOW,7/14/2016,-14719070.78,-12265892.32,29438141.57,1.27E-07,-17172249.25
NETFLOW,7/17/2016,-24194401.94,30352976.97,-15836335.81,-4.28E-08,-14516641.16
NETFLOW,7/18/2016,-14073890.1,34924097.66,24498993.88,0,-59423091.55
NETFLOW,7/19/2016,496309.836,12904055.74,-12904055.74,3.73E-08,0
NETFLOW,7/20/2016,29160944.47,12278292.41,-3581168.619,-2.61E-08,-8697123.789
NETFLOW,7/21/2016,-1695599.156,48748475.74,36455381.85,0,-85203857.59
NETFLOW,7/24/2016,-7809046.674,6625857.784,236637.778,-5.59E-09,-6862495.562
NETFLOW,7/25/2016,-5825577.432,-59712168.68,32526140.66,0,27186028.02
NETFLOW,7/26/2016,-3286408.644,-13145634.58,10954695.48,-3.35E-08,2190939.096
NETFLOW,7/27/2016,255451311,34956495.18,-10755844.67,8.94E-08,-24200650.51
NETFLOW,7/28/2016,37607874.53,-66597277.81,9401968.632,0,57195309.18
NETFLOW,7/31/2016,-20577574.62,-1083030.243,2888080.648,-1.49E-08,-1805050.405
NETFLOW,8/1/2016,-45227752.9,47061310.45,-7945416.05,-1.19E-07,-39115894.4
NETFLOW,8/2/2016,1172839.948,5864199.74,-8796299.61,-2.24E-08,2932099.87
NETFLOW,8/3/2016,93546043.37,7605369.38,17492349.57,0,-25097718.95
NETFLOW,8/4/2016,113245568.5,-22461930.94,20590103.36,-1.04E-07,1871827.578
NETFLOW,8/7/2016,-24869969.64,3347880.529,20087283.17,9.69E-08,-23435163.7
NETFLOW,8/8/2016,35637841.71,12149264.22,-18628871.8,-1.49E-07,6479607.584
NETFLOW,8/9/2016,-11673165.18,44191268.19,-34185698.03,1.79E-07,-10005570.16
NETFLOW,8/10/2016,20853076.44,79241690.47,-133459689.2,-1.79E-07,54217998.74
NETFLOW,8/11/2016,33578516.95,49937281.61,7748888.526,-1.49E-08,-57686170.14
NETFLOW,8/14/2016,26155517.75,1401188.451,-3269439.719,-5.59E-08,1868251.268
NETFLOW,8/15/2016,-21485499.49,5784557.555,185105841.8,0,-190890399.3
NETFLOW,8/16/2016,7156259.5,-35781297.5,15743770.9,8.20E-08,20037526.6
NETFLOW,8/17/2016,-51837780.69,41739511.72,3366089.655,5.22E-08,-45105601.38
NETFLOW,8/18/2016,-90477143.86,60028974.36,34683407.41,0,-94712381.77
NETFLOW,8/21/2016,729764.15,-4743466.975,4743466.975,-4.10E-08,0
NETFLOW,8/22/2016,-40016478,3223931.855,14830086.53,8.20E-08,-18054018.39
NETFLOW,8/23/2016,-910386.726,24125248.24,9103867.26,2.61E-08,-33229115.5
NETFLOW,8/24/2016,-5795873.652,-26564420.91,-31394315.62,6.71E-08,57958736.52
NETFLOW,8/25/2016,-39438980.28,56641088.7,1678254.48,-3.54E-08,-58319343.18
NETFLOW,8/28/2016,-11657539.89,30827716.6,5181128.84,5.03E-08,-36008845.44
NETFLOW,8/29/2016,-41585461.01,61578471.11,9596644.848,-1.86E-08,-71175115.96
NETFLOW,8/30/2016,16987236,34074462.31,-8250595.561,7.45E-09,-25823866.75
NETFLOW,8/31/2016,-16949823.26,0,11194431.67,-2.24E-08,-11194431.67
NETFLOW,9/1/2016,11703269.47,-24933052.35,-29512592.57,7.82E-08,54445644.92
NETFLOW,9/4/2016,15277355.35,-33445021.18,1238704.488,6.33E-08,32206316.69
NETFLOW,9/5/2016,8949616.68,-42510679.23,-19241675.86,-7.45E-08,61752355.09
NETFLOW,9/6/2016,-18710922.78,-17463527.93,24947897.04,1.38E-07,-7484369.112
NETFLOW,9/7/2016,-15666897.44,-36798991.65,26597291,0,10201700.66
NETFLOW,9/8/2016,-56161808,9802533,19515441,-2.98E-08,-29317974
NETFLOW,9/14/2016,-12846025.92,-16057532.4,3853807.776,-2.24E-08,12203724.62
NETFLOW,9/15/2016,-65525669.6,21305892.57,30953843.92,-4.84E-08,-52259736.49
NETFLOW,9/18/2016,-6613788.384,2755745.16,-20668088.7,-1.86E-08,17912343.54
NETFLOW,9/19/2016,-49492683.46,-16367659.1,33514730.53,0,-17147071.44
NETFLOW,9/20/2016,8905685.426,-19430586.38,55862935.85,2.98E-08,-36432349.47
NETFLOW,9/21/2016,-29394668.98,-2578479.735,-13408094.62,-2.24E-08,15986574.36
NETFLOW,9/22/2016,19593775.34,2857425.571,29798866.67,-7.45E-09,-32656292.24
NETFLOW,9/25/2016,-35420769.09,-7619584.048,21623143.92,-1.49E-08,-14003559.87
NETFLOW,9/26/2016,14653894.65,-32564210.34,85752420.56,0,-53188210.22
NETFLOW,9/27/2016,-7144435.476,-24608611.08,-146857840.3,-5.96E-08,171466451.4
NETFLOW,9/28/2016,-39211385.5,-38819271.65,26271628.29,0,12547643.36
NETFLOW,9/29/2016,-44445658.55,44445658.55,19116412.28,-6.71E-08,-63562070.83
NETFLOW,10/3/2016,0,-30310837.6,-22733128.2,4.47E-08,53043965.8
NETFLOW,10/4/2016,58443695.77,-99421459.46,-22840065.01,0,122261524.5
NETFLOW,10/5/2016,45647437.95,-141168928.5,-845322.925,0,142014251.4
NETFLOW,10/9/2016,4505989.689,-26034607.09,6508651.773,0,19525955.32
NETFLOW,10/10/2016,-56734015.21,-12157288.97,23639173.01,0,-11481884.03
NETFLOW,10/11/2016,-15578947.31,-41318077.64,44027459.78,0,-2709382.14
NETFLOW,10/12/2016,-82015167.29,32005918.94,22670859.25,0,-54676778.2
NETFLOW,10/13/2016,106635814.1,-2369684.758,-59242118.95,4.47E-08,61611803.71
NETFLOW,10/16/2016,-49172624.91,-43162637.42,4370899.992,-1.19E-07,38791737.43
NETFLOW,10/17/2016,-65936275.89,26180580.13,12605464.51,-2.98E-08,-38786044.64
NETFLOW,10/18/2016,10418949.56,59619544.69,-1736491.593,0,-57883053.1
NETFLOW,10/19/2016,21189851.96,15580773.5,47988782.38,1.19E-07,-63569555.88
NETFLOW,10/20/2016,22578890.07,25899315.08,41173270.12,7.45E-08,-67072585.2
NETFLOW,10/23/2016,-38742285.85,44123158.89,-4304698.428,8.94E-08,-39818460.46
NETFLOW,10/24/2016,-22340963.65,-1063855.412,2659638.53,-2.98E-08,-1595783.118
NETFLOW,10/25/2016,6250352.41,-87504933.74,66878770.79,0,20626162.95
NETFLOW,10/26/2016,-952102.338,51413526.25,-14281535.07,0,-37131991.18
NETFLOW,10/27/2016,50148625,-22800123,29917178,-5.22E-08,-7117056
NETFLOW,10/30/2016,-9719947.574,20445406.97,-335170.606,-3.73E-08,-20110236.36
NETFLOW,10/31/2016,-19210043.58,33001869.74,15762087.04,0,-48763956.78
NETFLOW,11/1/2016,-3453899.24,55262387.84,-10361697.72,8.94E-08,-44900690.12
NETFLOW,11/2/2016,71900660.34,-58248636.22,12741889.17,-7.45E-08,45506747.05
NETFLOW,11/3/2016,188504518.5,-287631894.7,19500467.44,0,268131427.2
NETFLOW,11/6/2016,317708916.6,-329530643.7,38420613.17,0,291110030.5
NETFLOW,11/7/2016,270140012.4,-503244700.5,15249839.41,0,487994861.1
NETFLOW,11/8/2016,46219861.84,-494196984.3,-69329792.77,0,563526777.1
NETFLOW,11/9/2016,107880419.5,-372849871,17033750.45,0,355816120.5
NETFLOW,11/10/2016,241379968.7,-219634025.6,23920537.44,-2.38E-07,195713488.2
NETFLOW,11/13/2016,-56960082.42,-249445878.2,-27497970.82,0,276943849
NETFLOW,11/14/2016,-46381116.01,-54663458.16,-51350521.3,0,106013979.5
NETFLOW,11/15/2016,-112747643.1,8808409.615,-86322414.23,-2.09E-07,77514004.61
NETFLOW,11/16/2016,200085336.9,-87095970.18,14123670.84,-5.07E-07,72972299.34
NETFLOW,11/17/2016,183927926.8,-105101672.4,-23647876.3,-5.07E-07,128749548.7
NETFLOW,11/20/2016,138078670,-34883032.42,-63952226.1,-5.07E-07,98835258.51
NETFLOW,11/21/2016,193414651.2,-129651579.3,-14878050.09,-5.07E-07,144529629.4
NETFLOW,11/22/2016,18438343.07,-10243523.93,-65558553.12,-5.07E-07,75802077.05
NETFLOW,11/23/2016,152324275.9,-86547884.05,-51928730.43,-5.07E-07,138476614.5
NETFLOW,11/24/2016,-77639710.36,-66548323.17,0,-5.07E-07,66548323.17
NETFLOW,11/27/2016,-178688588.3,-2777542.824,-29627123.46,-5.07E-07,32404666.28
NETFLOW,11/28/2016,-48637288.39,-212235440.3,19160143.91,-5.07E-07,193075296.3
NETFLOW,11/29/2016,-30357289.01,-68633870.81,32997053.28,-5.07E-07,35636817.54
NETFLOW,11/30/2016,79898859.68,-101205222.3,-79898859.68,-5.07E-07,181104081.9
NETFLOW,12/1/2016,101600384.4,-158639196.7,1782462.884,-5.07E-07,156856733.8
NETFLOW,12/4/2016,20740136.34,-14258843.73,-3888775.563,-5.07E-07,18147619.29
NETFLOW,12/5/2016,-59924573.52,-77901945.58,-2996228.676,-5.07E-07,80898174.25
NETFLOW,12/6/2016,84865817.1,-130403572.6,-4139795.956,-5.07E-07,134543368.6
NETFLOW,12/7/2016,-97583868.48,-297630798.9,94331072.86,-5.07E-07,203299726
NETFLOW,12/8/2016,109003387.6,-111250880.1,20227432.75,-5.07E-07,91023447.38
NETFLOW,12/12/2016,79239818.92,-49891737.84,48424333.78,-5.07E-07,1467404.054
NETFLOW,12/13/2016,-55516758.5,-140728527.4,43896971.84,-5.07E-07,96831555.53
NETFLOW,12/14/2016,286880357.5,-313273350.4,61966157.22,-5.07E-07,251307193.2
NETFLOW,12/15/2016,96150708.07,-74624430.14,-31571874.29,-5.07E-07,106196304.4
NETFLOW,12/18/2016,-19867578.23,-6910461.992,-7774269.741,-5.07E-07,14684731.73
NETFLOW,12/19/2016,107696230.9,-53848115.46,-24476416.12,-5.07E-07,78324531.58
NETFLOW,12/20/2016,186587124.9,-10601541.19,-95413870.71,-5.07E-07,106015411.9
NETFLOW,12/21/2016,73910302.44,-164714388.3,90804085.86,-5.07E-07,73910302.45
NETFLOW,12/22/2016,-223248814.1,-310797368.7,129134118,-5.07E-07,181663250.7
NETFLOW,12/25/2016,314331190.2,-398217121.4,9642061.05,-5.07E-07,388575060.3
NETFLOW,12/26/2016,-86570601.83,-36399003.04,19675136.78,-5.07E-07,16723866.26
NETFLOW,12/27/2016,-140919841.9,-60938310,-3808644.375,-5.07E-07,64746954.38
NETFLOW,12/28/2016,39931565.83,-115357856.8,-4436840.648,-5.07E-07,119794697.5
NETFLOW,12/29/2016,109232527.4,-254415000.5,102319076.3,-5.07E-07,152095924.2
NETFLOW,1/2/2017,2998247.271,-2998247.271,29982472.71,-4997078.785,-24985393.92
NETFLOW,1/3/2017,-34995808.14,34995808.14,157481136.6,-5832634.69,-151648501.9
NETFLOW,1/4/2017,-68289103.37,68289103.37,34938611.03,-28586136.29,-6352474.732
NETFLOW,1/5/2017,-105345896.2,105345896.2,121035710.5,6724206.141,-127759916.7
NETFLOW,1/8/2017,56879760.86,-56879760.86,-1537290.834,-38432270.85,39969561.68
NETFLOW,1/9/2017,83472749.17,-83472749.17,39281293.73,31916051.15,-71197344.88
NETFLOW,1/10/2017,49108028.96,-49108028.96,-19292439.95,12277007.24,7015432.708
NETFLOW,1/11/2017,5038679.856,-5038679.856,91955907.37,10077359.71,-102033267.1
NETFLOW,1/12/2017,-190095327,190095327,109163653.1,-15057055.6,-94106597.5
NETFLOW,1/15/2017,78849073.43,-78849073.44,5734478.068,41574965.99,-47309444.06
NETFLOW,1/16/2017,-48619765.23,48619765.23,148805948.1,8839957.314,-157645905.4
NETFLOW,1/17/2017,-173655138.3,173655138.3,256864892.1,-48840507.66,-208024384.5
NETFLOW,1/18/2017,10586389.86,-10586389.86,135505790.1,-12703667.83,-122802122.3
NETFLOW,1/19/2017,18871409.26,-18871409.26,113228455.5,24677996.72,-137906452.3
NETFLOW,1/22/2017,-32830129.86,32830129.86,69639669.4,44768358.9,-114408028.3
NETFLOW,1/23/2017,-28101731.61,28101731.61,121281157.5,-13311346.55,-107969810.9
NETFLOW,1/24/2017,71612868.33,-71612868.33,55580136.61,-23514673.18,-32065463.43
NETFLOW,1/26/2017,-1289638.598,1289638.598,45137350.93,-1289638.598,-43847712.33
NETFLOW,1/29/2017,121261236,-121261236,31589061.47,8152015.864,-39741077.34
NETFLOW,1/30/2017,-18978954.76,18978954.76,197923385.4,-46091747.28,-151831638.1
NETFLOW,1/31/2017,55784329.12,-55784329.12,-135276998.1,111568658.2,23708339.88
